,,
10,1024,0.000371
10,1024,0.000341
10,1024,0.000346
10,1024,0.000312
10,1024,0.000135
10,1024,0.00012
10,1024,0.000114
10,1024,0.000247
10,1024,0.000169
10,1024,0.000145
11,2048,0.000346
11,2048,0.000404
11,2048,0.000311
11,2048,0.000241
11,2048,0.000311
11,2048,0.000234
11,2048,0.000235
11,2048,0.000578
11,2048,0.000235
11,2048,0.000234
12,4096,0.000442
12,4096,0.000484
12,4096,0.000483
12,4096,0.000504
12,4096,0.000481
12,4096,0.000534
12,4096,0.000446
12,4096,0.00052
12,4096,0.000485
12,4096,0.000483
13,8192,0.000937
13,8192,0.001332
13,8192,0.00084
13,8192,0.000924
13,8192,0.001025
13,8192,0.001127
13,8192,0.000898
13,8192,0.000893
13,8192,0.000829
13,8192,0.000911
14,16384,0.002645
14,16384,0.001942
14,16384,0.001706
14,16384,0.001864
14,16384,0.001728
14,16384,0.001724
14,16384,0.001769
14,16384,0.001723
14,16384,0.0017
14,16384,0.001653
15,32768,0.003104
15,32768,0.003119
15,32768,0.003845
15,32768,0.003443
15,32768,0.003345
15,32768,0.00341
15,32768,0.0032
15,32768,0.003567
15,32768,0.003347
15,32768,0.003201
16,65536,0.006991
16,65536,0.006459
16,65536,0.006537
16,65536,0.006787
16,65536,0.006698
16,65536,0.006272
16,65536,0.007094
16,65536,0.006672
16,65536,0.006375
16,65536,0.006481
17,131072,0.013256
17,131072,0.012721
17,131072,0.013133
17,131072,0.01385
17,131072,0.013502
17,131072,0.012658
17,131072,0.013843
17,131072,0.015512
17,131072,0.013018
17,131072,0.013198
18,262144,0.026059
18,262144,0.026602
18,262144,0.02609
18,262144,0.026508
18,262144,0.026683
18,262144,0.026464
18,262144,0.026378
18,262144,0.026422
18,262144,0.026972
18,262144,0.026392
19,524288,0.053402
19,524288,0.053402
19,524288,0.052615
19,524288,0.05296
19,524288,0.052464
19,524288,0.051631
19,524288,0.054006
19,524288,0.048455
19,524288,0.049629
19,524288,0.050013
20,1048576,0.097337
20,1048576,0.097823
20,1048576,0.098349
20,1048576,0.098963
20,1048576,0.099086
20,1048576,0.097827
20,1048576,0.098972
20,1048576,0.098323
20,1048576,0.098894
20,1048576,0.098973
21,2097152,0.193803
21,2097152,0.193397
21,2097152,0.194118
21,2097152,0.192981
21,2097152,0.195444
21,2097152,0.195517
21,2097152,0.193947
21,2097152,0.200841
21,2097152,0.200621
21,2097152,0.211078
22,4194304,0.427145
22,4194304,0.420812
22,4194304,0.416875
22,4194304,0.408076
22,4194304,0.41065
22,4194304,0.40453
22,4194304,0.408357
22,4194304,0.410575
22,4194304,0.411686
22,4194304,0.410117
23,8388608,0.813697
23,8388608,0.813083
23,8388608,0.815566
23,8388608,0.818186
23,8388608,0.901376
23,8388608,0.896208
23,8388608,0.82264
23,8388608,0.788521
23,8388608,0.809241
23,8388608,0.819556
24,16777216,1.58415
24,16777216,1.58896
24,16777216,1.58786
24,16777216,1.58698
24,16777216,1.58805
24,16777216,1.58828
24,16777216,1.59065
24,16777216,1.59331
24,16777216,1.59289
24,16777216,1.69293
25,33554432,3.41531
25,33554432,3.34424
25,33554432,3.63176
25,33554432,3.21337
25,33554432,3.31288
25,33554432,3.334
25,33554432,3.6166
25,33554432,3.22054
25,33554432,3.18192
25,33554432,3.18646
26,67108864,6.32044
26,67108864,6.3488
26,67108864,6.3488
26,67108864,6.36741
26,67108864,6.35397
26,67108864,6.40041
26,67108864,6.3515
26,67108864,6.34807
26,67108864,6.3795
26,67108864,6.74367
27,134217728,12.45
27,134217728,12.5184
27,134217728,12.5385
27,134217728,13.7274
27,134217728,13.4313
27,134217728,13.197
27,134217728,13.343
27,134217728,13.5181
27,134217728,13.5126
27,134217728,13.5737
28,268435456,26.1688
28,268435456,26.1185
28,268435456,24.7668
28,268435456,26.4376
28,268435456,24.8829
28,268435456,24.7679
28,268435456,24.8965
28,268435456,24.8959
28,268435456,26.1952
28,268435456,26.9499
29,536870912,54.2216
29,536870912,55.8639
29,536870912,51.1601
29,536870912,54.2237
29,536870912,51.3366
29,536870912,51.1609
29,536870912,51.4754
29,536870912,55.0626
29,536870912,56.1375
29,536870912,51.2101
30,1073741824,101.383
30,1073741824,108.385
30,1073741824,109.232
30,1073741824,111.904
30,1073741824,108.279
30,1073741824,102.222
30,1073741824,107.394
30,1073741824,105.761
30,1073741824,102.763
30,1073741824,108.876
